post_url,username,date,comment
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ian_fath,2026-02-22,"Dulu bapak divonis diabetes, tiap cek gula darah angkanya bikin deg-deg’an. Kami pelan-pelan ganti nasi putih ke beras sagu, awalnya cuma coba-coba karena katanya lebih ringan di gula darah. Nggak instan sih, tapi setelah rutin dan tetap jaga makan, hasil cek mulai turun dan bapak sekarang lebih semangat jalan pagi lagi s.shopee.co.id Jual Beras Sagu Mama Papua Original Kemasan g | Shopee Indonesia"
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,thecfact,2026-02-13,"Drpd cari ciri dan ciri, mending cek lab."
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,liaadjah1,2026-02-13,Cuuuss
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ikak5410,2026-02-13,Langsung cek ajak kak gula darah nya
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,sashanugraha,2026-02-13,Bs jd hamil. Mending periksa kak
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,candy_mochtar_usman,2026-02-14,Gatel
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,umohamadhadi98,2026-02-13,"Cek lab kak, cek gula darah"
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,arifahft,2026-05-13,Diabetes bener-bener sejahat itu 😭💔
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ya.ti681,2026-05-08,"Yang sering cepat haus, gampang capek, dan tidur gak nyenyak… coba mulai waspada sama penyakit ini"
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,kangkoribro,2026-02-06,d Yang peduli diabetes itu banyak kaga sih?
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,pluviophile_rainloverlady,2026-05-11,Diabetes dianggap sesuatu yang mengerikan. Padahal...
https://www.threads.com/@liaadjah1/post/DUqcND3Ergs?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,pigranz,2026-05-02,Ada yg ortunya pasien diabetes kah disini??? Yg udah jadi pasien selama berpuluh tahun... Mau sharing²nya dong guyssss
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-07,Gula darah tinggi itu cara cepat biar turun harus bagaimana yaaa 😌 khawatir banget jadi diabetes😌
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ririn.rosilla,2026-02-10,"jurus andalanku adalah angkat beban kak, itu membantu bgt kontrol gula darah karena otot bisa menyerap glukosa. sama IF, ini juga bisa bantu buat turunin gula darah, kalo ga kuat nahan laper bisa minum diabetasol biar ga lemes, soalnya aku juga gampang lemes kalo nahan laper wkwk"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-10,mkasihh kaaa
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ivanjonatahir,2026-02-07,"Stop konsumsi gula minimal hari, minum air putih yg banyak dan perbanyak aktifitas Kak. No coffee and tea yah… Pasti berdampak"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-07,siap kak. terimakasih
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ivanjonatahir,2026-02-07,Semangat ya Kak.. No boba juga loh
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-07,siapp sama sekali engga kak
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ivanjonatahir,2026-02-07,"Ada jurus lagi kalo mau, tapi diawal sakit dan menyiksa. Kakak ikut gym, karena otot saat dipakai dan kontraksi menyerap gula, jadi semua gula di tubuh akan diolah jadi energy saat Kakak gym… dampaknya adalah Kakak punya tulang yg kuat dan penampilan jadi lebih padat."
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,nurfadhilah7,2026-02-07,"Stop konsumsi gula rafinasi, dalam berbagai bentuk kak (minuman, roti, kue, permen, dll) Lalu yang gak kalah penting : LATIHAN OTOT."
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-07,"sudah kak. tidak minum minuman manis, kue, roti dll sudah stop, hanya nasi saja yang masih"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,asdichan,2026-02-07,"Benerin Pola makan (bukan ngurangin, tp menambahkan yg kurang, mengurangi yg berlebih) & olahraga otot (nambah massa otot)+cardio(kesehatan jantung, biar napasnya panjang)... Nanti dg sendiri ya stabil"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-07,baik kak terimakasih
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,veronicasannn,2026-02-07,Olahraga angkat beban kak…
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,kemalardiyanto,2026-02-07,Kakak tau gula darahnya tinggi darimana kak? Tes gds > kalo abis makan wajar Tes gdp > fatloss Tes hba c > fatloss sambil pantau asupan carbo
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,habis tes dr dokter emang beberapa minggu ini gula darah lg tinggi dan hrs disuntik insulin
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,kemalardiyanto,2026-02-08,"Insulin oke kak untuk short term management. Aku asumsi dokternya juga nyaranin perubahan pola hidup ke kakaknya kan? Diikutin aja itu kak sarannya, walaupun kedengerannya klise ☺"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,"baikk kak, semua yg disaranin jg dijlnkan ka, sdh stop mknnan minuman manis"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,melda_lamtiur,2026-02-08,"Strength training ka, benerin pola makan, tidur cukup [ini penting]"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,terimakasih ka
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,dwishavinkova,2026-02-08,Klo aq dgn rutin jaga pola makan dan terapi nugabest🤗bisa dicek di IG nugabest indonesia
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,mkasih infonya k
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,elsa.harlie,2026-04-10,"Rubah gaya hidup kak, rutin olahraga angkat beban efektif turunin gula darah, minum susu diabetasol coba kak, bagus buat stabilin gula darah. Plisss jangan diabetes kayak aku😭"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-04-10,yess kakkk terimakasih
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,bundaeabiyyukhanza,2026-02-08,"Kebalikan nya ama aku,,aku malah hipo,dan telat makan sedikit aja auto turun drastis itu GD di angka an,gemetar, deg an,keliyengan, aku emang kurang suka manis jd lah kalo kumat ya mau ga mau makan roti an,beli es krim,makan nasi yg banyak,"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,bundaeabiyyukhanza,2026-02-08,"Kalo aku GD sering turun,krn awalnya diet if, jam, jam,sampai puasa senin kamis jam,kurangi karbo,kurangi manis an,dan alhamdulillah kuat,krn org GD rendah itu kuat nahan lapar beda ama GD tinggi yg susah sering kelaparan, ga kuat nahan lapar,dan ngantukan,"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,"ngeri jg ya kak, karena semua harus seimbang"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,arief_hwie,2026-02-07,"Sudah tes darah gula? Berapa hasilnya? Tes gula darah sewaktu atau puasa? Penegakan diagnosa diabetes biasa dari nilai Hba c harus dites dulu, tidak bisa hanya dari tes gula sesaat. Apalagi kalau tesnya habis AYCE dan minum es teler porsi..... Kalau nurunin gula darah, selama normal besok akan turun sendiri kok. Kurangi aja karbo dan minuman dengan kadar gula tinggi (boba milk misalnya)"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,m_ev07,2026-02-07,Kalo cek gdp selama - jam puasa angkanya apa termasuk prediabet?
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,arief_hwie,2026-02-08,"Setahu saya ouasa cukup jam, dan kalau masalah prediabet bukan cuma dari hasil sekali tes ya. Harusnya Hba c kalau mau tahu prediabet atau tidak nya"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,yunitayeniii,2026-02-18,"nge gym kak, itu efektif. mulai cut gula juga, kalo ga belum bisa ganti gula pake nulife sweetener/stevia, insya aman ga bikin gula darah melonjak"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-18,mksh kaa
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,m_r3z4,2026-02-08,"kalau sulit kurangi yg manis, bertahap kak ganti gula nya ke stevia"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,"mksh kak, ini juga udah samsek ga pake gula, cm masih makan nasi putih"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,iwanbeatri,2026-02-08,"Jawaban nya sangat mudah dan jelas, tp susah dilakuin"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,anggitazhenk_,2026-02-08,apa ka
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,liemonica97,2026-02-08,"Ubah gaya hidup, dr makan tdur dan olahraga.."
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,aproudredneckwife,2026-02-08,Salah satunya kurangi stress. Stress naik berarti kortisol naik akhirnya tidur gak teratur dan akibatnya gula darah naik.
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ian_fath,2026-02-22,"Dulu bapak divonis diabetes, tiap cek gula darah angkanya bikin deg-deg’an. Kami pelan-pelan ganti nasi putih ke beras sagu, awalnya cuma coba-coba karena katanya lebih ringan di gula darah. Nggak instan sih, tapi setelah rutin dan tetap jaga makan, hasil cek mulai turun dan bapak sekarang lebih semangat jalan pagi lagi. s.shopee.co.id Jual Beras Sagu Mama Papua Original Kemasan g | Shopee Indonesia"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ian_fath,2026-02-23,"Kemasan kg s.shopee.co.id/ H X… Kemasan kg s.shopee.co.id/BOZLB… Kak coba beras sagu, indeks glikemik rendah cocok untuk nurunin gula darah. s.shopee.co.id Jual Beras Sagu Mama Papua Original Kemasan Kg | Shopee Indonesia"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,nanikayu24,2026-04-24,"Gula darah tinggi itu bukan takdir… tapi hasil kebiasaan.” Makan manis tiap hari ❌ Jarang gerak ❌ Tidur berantakan ❌ Lalu kaget pas divonis Diabetes? 👉 Diabetes itu bisa dikontrol, bahkan dicegah 👉 Tapi butuh niat + cara yang benar Aku bantu banyak orang mulai dari: ✔️ Pola makan ✔️ Pola hidup ✔️ + herbal pendamping Yang serius mau turunin gula tanpa ribet, komen “MAU” 👇 Aku bantu arahin pelan-pelan sampai stabil 💚"
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,pejuangdiabetess,2026-05-09,Dulu Ini Jenis Makanan Yang Suka Saya Konsumsi. Yang Membuat Gula Saya Sulit Untuk Turun #guladarahtinggi #guladarah #diabetes #diabet #kencingmanis pejuangdiabetess
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,syamiraayna,2026-05-12,"Banyak orang mengira gula darah tinggi hanya dialami orang tua. Padahal sekarang banyak usia muda juga mulai mengalaminya karena pola makan tinggi gula, kurang gerak, sering begadang, dan terlalu sering konsumsi minuman manis. Berikut gejala gula darah tinggi yang sering diabaikan banyak orang."
https://www.threads.com/@anggitazhenk_/post/DUdG-AXEl7D?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,harcoricosanjayaofficial,2026-05-13,"Gula darah naik tinggi? Cek ""pabriknya""! Banyak dari pasien-pasien diabetes itu selalu stres ketika melihat gula darahnya itu naik dan turun padahal dietnya sudah ketat. Tapi sayangnya mereka tidak pernah bertanya kenapa tubuhnya itu sudah tidak bisa lagi mengolah gula menjadi tenaga."
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,"Lelaki tahun, ada luka diabetes di kaki kiri Saya rawat hampir satu jam Debridement Bersihkan jaringan mati Kalimat yang langsung bikin saya diam: “Mas… lukanya gak usah ditutup ya? Biar cepat kering.”"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,"Dalam hati saya cuma mikir: “Pak… kalau konsepnya begitu, ngapain panggil saya?” Padahal tinggal pasang dressing Harusnya ini bagian paling penting"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,"Masalahnya ini luka diabetes, Pak Bukan luka jatuh dari motor Bukan luka kena pisau dapur Ini luka yang bisa berujung kehilangan kaki"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,Jangan sok erasa tahu Merasa aman Merasa “ah paling juga sembuh.”
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,"Dengar baik-baik: Luka diabetes idealnya lembap, bukan kering Kenapa ditutup? ✔ melindungi dari bakteri ✔ mempercepat regenerasi jaringan ✔ menjaga suhu luka stabil ✔ menurunkan risiko infeksi"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,"Kalau kamu atau keluargamu punya luka diabetes, jangan pakai logika “biar kering.” Pakai logika medis"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,Follow dan Share Biar makin banyak orang yang paham
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,damargho,2026-02-11,"Alm ayah diabetes, bandel minta ampun. Luka selalu dibersihkan dan ditutup pakai DaryantTulle sehari bisa habis bungkus, coba dikalikan berapa rp perhari nya 😁 Tapi jadinya cepat sembuh. Cuma bandelnya alm, ketika sudah sembuh luka nya, dia diam minum kopi pakai gula lagi. Akhirnya bonyok lagi, gitu saja terus sampai akhirnya amputasi nya. Jangan main sama diabetes."
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,adit_izu,2026-02-11,"Balikin, Besok pake getah jarak aja, biarin sampe kering terserah dipake apa juga bisa 🫢"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,putraarya23,2026-02-11,"Alm emak ku sakit diabetes, punggung kaki sampai setengah betis kena lalu di urut ahli diabetes untuk tidak terjadi perambatan lebih setelahnya panggil perawat buat dibersihkan lukanya Krn biaya sekali panggil perawat lumayan akhirnya inisiatif sy lihat dan amati setelahnya sy sendiri yg merawat smpai lukanya kering dan berjalan normal.. Al-fatihah untuk emak saya 🥹"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,obbie44,2026-02-11,Saya kirain jadi sembuh setelah dirawat 😩
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,putraarya23,2026-02-11,"Ya sembuh, setelah th kena pneumonia pas covid"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,yeemce,2026-02-11,"Kak, ayahku sedang luka juga di kaki. Diabetes, GDS ny an. Lg suntik insulin jg setiap hari. Aku bingung cara merawat lukanya, karena yg luka awal udah kering. Dia malah nyebar ke bagian lain skrg jadi bengkak gitu tapi ga ada lubang. Jadinya nanahnya tu didalem gtu. Bapakku capek minum obatnya pengen dibersihin katanya supaya kempes. Sbnrnya luka kayak gitu apa emg barus dibedah dibersihin atau mending nunggu kempes aja sih?"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,leniindahretnowati,2026-02-11,"Masih banyak yg mikir kaya gini kak , nanti kunjungan berikutnya karna cairan nya banyak yg disalahin Nakes nya karna ditutup lukanya padahal emang cairan di lukanya lg banyak"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,diannmsari,2026-02-11,"Dulu ada pasien ku rutin rawat luka diabetes, awal pertemuan wah geleng aku sm dokter ku liat kondisinya. Tp beliau rutin dtg buat kontrol dan bersihin luka. Sampai lumayan lama bapakny ga dtg, trus dokter ku cerita ‘km inget bapak ini ga(nyebut nama)’ aku blg ‘iya dok inget, yg diabetes’ ‘bapaknya udh meninggal’ aku kaget :( pas kebetulan istrinya berobat gigi juga d klinik ku, istrinya blg udah sampai komplikasi dan d rawat di ICU si bapak sampai akhirnya meninggal🥹🥹🥹"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,syfrzkhd,2026-02-11,Mas mau tanya.. Kaki ayh saya dari jempol sampai betis menggelap. Sebelumnya luka. Dan ada turunan diabetes dari keluarga. Di jempol pernah luka dan darahnya bau maniss gitu. Itu diabetes kah?
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,uki_tawa,2026-02-11,Tks infonya mas 👍
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,sama-sama kak
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,riris.setiawati10,2026-02-11,"Ka maaf tanya, klo org diabet kakinya bengkak itu gimana ya harus di apakan"
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,ali_fuadi,2026-02-11,cek albuminnya kak
https://www.threads.com/@ali_fuadi/post/DUmx7GoCT-L?xmt=AQG0AYqe7i-TF9XEeiQU3s7XutbgNRKypgefyRC0HXNcVA,tsub_m7,2026-02-11,Bro berpikir ini cuma luka lecet gara pake sepatu😌
